act_au01_89-1,['528_1'-1]
act_au12_34-9,['156_1'-1,'2042_1'-1,'5623_1'-1,'4654_1'-1,'2028_1'-1,'1118_1'-1]
act_au14_29-18,['156_1'-1,'7140_1'-1,'6405_1'-1,'5203_1'-1,'4641_1'-1,'3780_1'-1,'2667_1'-1,'2042_1'-1,'219_1'-1]
act_au24_19-44,['7175_1'-1,'7178_1'-1,'2861_1'-1,'6992_1'-1,'6842_1'-1,'6470_1'-1,'6404_1'-1,'6036_1'-1,'5862_1'-1,'5351_1'-1,'276_1'-2,'5091_1'-1,'1825_1'-1,'4830_1'-1,'4469_1'-1,'3993_1'-1,'3858_1'-1,'3670_1'-1,'3513_1'-1,'3288_1'-1,'2726_1'-1,'2647_1'-1,'2195_1'-1,'1720_1'-1,'1829_1'-1,'1718_1'-1,'1553_1'-1]
act_au09_29-7,['897_1'-1,'1147_1'-1,'5972_1'-1,'1072_1'-1]
act_au17_13-46,['7275_1'-1,'6870_1'-1,'2451_1'-1,'6234_1'-1,'5874_1'-1,'3799_1'-1,'5492_1'-1,'4376_1'-1,'4272_1'-1,'4008_1'-1,'3806_1'-1,'3294_1'-1,'3165_1'-1,'3061_1'-1,'2650_1'-1,'2540_1'-1,'874_1'-1,'230_1'-1,'2073_1'-1,'1725_1'-1,'1183_1'-1,'768_1'-1,'252_1'-1]
act_au04_28-36,['7266_1'-1,'2306_1'-1,'2838_1'-1,'4939_1'-1,'489_1'-1,'2798_1'-1,'4788_1'-1,'4655_1'-1,'4246_1'-1,'3450_1'-1,'3224_1'-1,'2869_1'-1,'1414_1'-1,'2388_1'-1,'1782_1'-1,'1522_1'-1,'541_1'-1,'403_1'-1]
act_au07_36-40,['592_1'-1,'2377_1'-1,'614_1'-2,'6509_1'-1,'6369_1'-1,'6160_1'-1,'5656_1'-1,'5464_1'-1,'3237_1'-1,'4771_1'-1,'4248_1'-1,'4096_1'-1,'3618_1'-1,'3204_1'-1,'2876_1'-1,'2582_1'-1,'2366_1'-1,'2141_1'-1,'1815_1'-1,'1675_1'-1,'820_1'-1,'82_1'-1]
act_au11_26-13,['6528_1'-1,'6173_1'-1,'110_1'-1]
act_au12_35-9,['7577_1'-1,'5619_1'-1,'4651_1'-1,'2026_1'-1]
act_au14_30-18,['7577_1'-1,'3933_1'-1,'4639_1'-1,'4119_1'-1,'3779_1'-1,'3634_1'-1,'2666_1'-1,'2173_1'-1,'1524_1'-1,'218_1'-1]
act_au24_20-44,['7389_1'-1,'2402_1'-2,'6469_1'-1,'6403_1'-1,'6221_1'-1,'6034_1'-1,'5667_1'-1,'5259_1'-1,'5090_1'-1,'4454_1'-1,'4674_1'-1,'4468_1'-1,'3992_1'-1,'3781_1'-1,'2372_1'-1,'3531_1'-1,'3287_1'-1,'1587_1'-1,'2646_1'-1,'2526_1'-1,'2410_1'-1,'2193_1'-1,'2065_1'-1,'1828_1'-1,'1537_1'-1,'764_1'-1,'276_1'-1]
act_au02_26-28,['1089_1'-2,'7248_1'-1,'2829_1'-1,'6977_1'-1,'6459_1'-1,'6396_1'-1,'5544_1'-1,'5506_1'-1,'5295_1'-1,'5009_1'-1,'4649_1'-1,'4354_1'-1,'1694_1'-1,'3625_1'-1,'2891_1'-1,'2631_1'-1,'1120_1'-1]
act_au06_36-6,['960_1'-1,'4650_1'-1]
act_au10_32-40,['6844_1'-1,'6687_1'-1,'6176_1'-1,'2270_1'-1,'5689_1'-1,'5208_1'-1,'4907_1'-1,'4350_1'-1,'4234_1'-1,'4033_1'-1,'3918_1'-1,'3862_1'-1,'3482_1'-1,'3225_1'-1,'1651_1'-1,'2692_1'-1,'2045_1'-1,'1676_1'-1,'311_1'-1]
act_au17_14-46,['6442_1'-1,'6776_1'-1,'2318_1'-1,'6231_1'-1,'5873_1'-1,'5755_1'-1,'5265_1'-1,'5090_1'-1,'4938_1'-1,'4834_1'-1,'4006_1'-1,'3860_1'-1,'3805_1'-1,'3060_1'-1,'2916_1'-1,'2649_1'-1,'2202_1'-1,'1724_1'-1,'762_1'-1,'657_1'-1,'510_1'-1,'251_1'-1]
act_au04_29-35,['7265_1'-1,'489_1'-1,'6416_1'-1,'4209_1'-1,'3519_1'-1,'5859_1'-1,'5193_1'-1,'5078_1'-1,'2868_1'-1,'1504_1'-1,'1107_1'-1,'854_1'-1,'402_1'-1]
act_au11_27-13,['6625_1'-1,'6527_1'-1,'6171_1'-1,'5209_1'-1,'3482_1'-1,'110_1'-1]
act_au12_36-9,['7576_1'-1,'1998_1'-1,'4650_1'-1,'2024_1'-1]
act_au14_31-17,['7576_1'-1,'6392_1'-1,'5676_1'-1,'4636_1'-1,'3759_1'-1,'3631_1'-1,'2663_1'-1,'1523_1'-1]
act_au20_33-12,['7018_1'-1,'3492_1'-1,'1422_1'-1,'1523_1'-1,'1319_1'-1]
act_au24_21-44,['7575_1'-1,'7388_1'-1,'7175_1'-1,'2402_1'-1,'6751_1'-1,'6614_1'-1,'6402_1'-1,'6219_1'-1,'2708_1'-1,'5665_1'-1,'5345_1'-1,'5258_1'-1,'739_1'-1,'4673_1'-1,'3991_1'-1,'3260_1'-1,'276_1'-1,'3510_1'-1,'3286_1'-1,'2965_1'-1,'2903_1'-1,'2645_1'-1,'2524_1'-1,'2374_1'-1,'2190_1'-1,'2062_1'-1,'1839_1'-1,'761_1'-1,'240_1'-1]
act_au02_27-28,['7575_1'-1,'7078_1'-1,'6676_1'-1,'6458_1'-1,'5539_1'-1,'5006_1'-1,'1824_1'-1,'2759_1'-1,'2890_1'-1,'2630_1'-1,'1453_1'-1,'1101_1'-1,'727_1'-1]
act_au06_37-6,['1101_1'-1,'6150_1'-1,'4649_1'-1,'193_1'-1]
act_au07_37-40,['6156_1'-1,'7258_1'-1,'6924_1'-1,'6792_1'-1,'4248_1'-1,'6508_1'-1,'6366_1'-1,'614_1'-1,'592_1'-1,'5463_1'-1,'5232_1'-1,'5009_1'-1,'4865_1'-1,'4234_1'-1,'4094_1'-1,'2414_1'-1,'1671_1'-1,'2510_1'-1,'2364_1'-1,'2023_1'-1,'1674_1'-1,'1443_1'-1,'1086_1'-1,'630_1'-1]
act_au10_33-40,['6156_1'-1,'6843_1'-1,'6495_1'-1,'3638_1'-1,'6173_1'-1,'5840_1'-1,'5207_1'-1,'4904_1'-1,'4233_1'-1,'4029_1'-1,'3821_1'-1,'3731_1'-1,'3479_1'-1,'3224_1'-1,'2817_1'-1,'2690_1'-1,'2464_1'-1,'2327_1'-1,'1651_1'-1,'1664_1'-1,'1385_1'-1,'1293_1'-1,'1086_1'-1,'738_1'-1,'310_1'-1,'144_1'-1]
act_au17_15-46,['3799_1'-1,'7205_1'-1,'6995_1'-1,'1782_1'-1,'6229_1'-1,'378_1'-1,'5872_1'-1,'5264_1'-1,'5089_1'-1,'4833_1'-1,'4471_1'-1,'4374_1'-1,'4159_1'-1,'4005_1'-1,'3163_1'-1,'3057_1'-1,'2914_1'-1,'2383_1'-1,'2201_1'-1,'1723_1'-1,'250_1'-1]
act_au04_30-35,['7264_1'-1,'6141_1'-1,'2838_1'-1,'5858_1'-1,'5661_1'-1,'5355_1'-1,'1414_1'-1,'3117_1'-1,'4784_1'-1,'2234_1'-1,'4243_1'-1,'3739_1'-1,'3443_1'-1,'3221_1'-1,'2387_1'-1,'1890_1'-1,'1503_1'-1,'1120_1'-1,'489_1'-1]
act_au11_28-13,['6615_1'-1,'5204_1'-1,'3457_1'-1,'2038_1'-1,'1518_1'-1,'1063_1'-1,'99_1'-1]
act_au12_37-9,['7574_1'-1,'1149_1'-1,'5615_1'-1,'4649_1'-1,'207_1'-1]
act_au14_32-16,['7574_1'-1,'7039_1'-1,'5675_1'-1,'4634_1'-1,'4117_1'-1,'3630_1'-1,'3493_1'-1,'2029_1'-1,'1522_1'-1,'1118_1'-1,'212_1'-1]
act_au24_22-44,['3295_1'-2,'7238_1'-1,'7052_1'-1,'4443_1'-1,'276_1'-1,'6217_1'-1,'6030_1'-1,'5860_1'-1,'5661_1'-1,'5257_1'-1,'4670_1'-1,'555_1'-1,'3990_1'-1,'3857_1'-1,'1899_1'-1,'2372_1'-2,'2902_1'-1,'2644_1'-1,'2532_1'-1,'2189_1'-1,'2060_1'-1,'1827_1'-1,'1720_1'-1,'1534_1'-1,'759_1'-1,'237_1'-1]
act_au02_28-26,['1089_1'-1,'7077_1'-1,'6675_1'-1,'6457_1'-1,'5503_1'-1,'4995_1'-1,'4809_1'-1,'4641_1'-1,'4336_1'-1,'2590_1'-1,'2888_1'-1,'1451_1'-1,'1099_1'-1,'704_1'-1]
act_au06_38-6,['71_1'-1,'4647_1'-1,'1107_1'-1,'191_1'-1]
act_au07_38-40,['4607_1'-1,'654_1'-1,'6923_1'-1,'6670_1'-1,'6364_1'-1,'6156_1'-1,'614_1'-1,'5834_1'-1,'5650_1'-1,'5460_1'-1,'5231_1'-1,'5008_1'-1,'4863_1'-1,'4084_1'-1,'3484_1'-1,'1890_1'-1,'3109_1'-1,'2364_1'-1,'2134_1'-1,'592_1'-1,'1800_1'-1,'1689_1'-1,'1276_1'-1,'1084_1'-1,'629_1'-1]
act_au17_16-46,['7266_1'-1,'4377_1'-1,'6546_1'-1,'6227_1'-1,'5874_1'-1,'349_1'-1,'3050_1'-1,'5391_1'-1,'5087_1'-1,'4832_1'-1,'4373_1'-1,'4270_1'-1,'4158_1'-1,'4002_1'-1,'2911_1'-1,'2590_1'-1,'546_1'-1,'2380_1'-1,'2200_1'-1,'1662_1'-1,'1721_1'-1,'1166_1'-1,'655_1'-1,'508_1'-1,'249_1'-1]
act_au20_34-12,['7573_1'-1,'7044_1'-1,'3490_1'-1,'1522_1'-1,'1317_1'-1]
act_au04_31-35,['7138_1'-1,'6948_1'-1,'6801_1'-1,'4248_1'-1,'5780_1'-1,'1769_1'-1,'5076_1'-1,'4649_1'-1,'4416_1'-1,'3220_1'-1,'2500_1'-1,'1888_1'-1,'1780_1'-1,'1500_1'-1,'1282_1'-1]
act_au11_29-13,['6613_1'-1,'5931_1'-1,'5202_1'-1,'3454_1'-1,'2064_1'-1,'1515_1'-1,'1059_1'-1]
act_au12_38-9,['6182_1'-1,'3532_1'-1]
act_au24_23-44,['7387_1'-1,'276_1'-2,'7051_1'-1,'6991_1'-1,'6611_1'-1,'5791_1'-1,'6401_1'-1,'6215_1'-1,'6029_1'-1,'5858_1'-1,'5256_1'-1,'4669_1'-1,'4466_1'-1,'555_1'-1,'3989_1'-1,'3538_1'-1,'3285_1'-1,'2958_1'-1,'2900_1'-1,'2643_1'-1,'2521_1'-1,'2188_1'-1,'2058_1'-1,'1533_1'-1]
act_au07_39-39,['6666_1'-1,'6503_1'-1,'6154_1'-1,'5984_1'-1,'2502_1'-1,'5230_1'-1,'2377_1'-1,'4770_1'-1,'3614_1'-1,'3481_1'-1,'3198_1'-1,'3108_1'-1,'2361_1'-1,'1671_1'-1,'811_1'-1,'643_1'-1]
act_au09_30-7,['1072_1'-1,'6135_1'-1,'5964_1'-1,'1098_1'-1]
act_au17_17-46,['7397_1'-1,'7002_1'-1,'6775_1'-1,'6651_1'-1,'6545_1'-1,'6226_1'-1,'5871_1'-1,'4984_1'-1,'1786_1'-1,'5390_1'-1,'5086_1'-1,'4831_1'-1,'587_1'-1,'4157_1'-1,'4001_1'-1,'3160_1'-1,'2910_1'-1,'2734_1'-1,'2646_1'-1,'2536_1'-1,'546_1'-1,'1719_1'-1,'1164_1'-1,'654_1'-1,'248_1'-1]
act_au04_32-35,['6799_1'-1,'1107_1'-1,'6017_1'-1,'5460_1'-1,'5075_1'-1,'4647_1'-1,'3487_1'-1,'3218_1'-1,'3170_1'-1,'2860_1'-1,'1281_1'-1,'1094_1'-1,'850_1'-1,'388_1'-1]
act_au06_39-6,['7591_1'-1,'6351_1'-1,'4645_1'-1,'1120_1'-1,'189_1'-1]
act_au14_33-16,['7038_1'-1,'6199_1'-1,'5673_1'-1,'4641_1'-1,'731_1'-1,'3627_1'-1,'3492_1'-1,'2171_1'-1,'2028_1'-1,'1521_1'-1,'1154_1'-1]
act_au24_24-44,['7386_1'-1,'5306_1'-1,'26_1'-1,'6990_1'-1,'6399_1'-1,'6214_1'-1,'2708_1'-1,'5255_1'-1,'2240_1'-1,'3988_1'-1,'3864_1'-1,'3506_1'-1,'2402_1'-1,'2520_1'-1,'2187_1'-1,'1531_1'-1,'756_1'-1,'230_1'-1]
act_au07_40-39,['7257_1'-1,'6921_1'-1,'2502_1'-2,'6500_1'-1,'6153_1'-1,'5455_1'-1,'3237_1'-1,'4626_1'-1,'4406_1'-1,'4163_1'-1,'3613_1'-1,'2130_1'-1,'2019_1'-1,'1798_1'-1,'683_1'-1,'1438_1'-1,'1081_1'-1,'810_1'-1,'340_1'-1]
act_au09_31-7,['4522_1'-1,'5963_1'-1,'4604_1'-1]
act_au11_30-13,['4522_1'-1,'5922_1'-1,'5199_1'-1,'1056_1'-1,'294_1'-1,'89_1'-1]
act_au17_18-46,['2966_1'-1,'7086_1'-1,'6650_1'-1,'6225_1'-1,'5870_1'-1,'5261_1'-1,'5085_1'-1,'1832_1'-1,'4476_1'-1,'2964_1'-1,'4000_1'-1,'2909_1'-1,'587_1'-1,'2196_1'-1,'1830_1'-1,'1718_1'-1,'1162_1'-1,'754_1'-1,'247_1'-1]
act_au04_33-35,['7261_1'-1,'6946_1'-1,'2555_1'-1,'749_1'-1,'17_1'-1,'6134_1'-1,'6015_1'-1,'3519_1'-1,'5455_1'-1,'1383_1'-1,'4413_1'-1,'4235_1'-1,'3731_1'-1,'3428_1'-1,'3168_1'-1,'2859_1'-1,'2498_1'-1,'2382_1'-1,'1880_1'-1,'1774_1'-1,'849_1'-1]
act_au06_40-6,['7591_1'-1,'1084_1'-1,'6139_1'-1,'4642_1'-1,'1101_1'-1]
act_au10_34-40,['7339_1'-1,'1651_1'-2,'6686_1'-1,'5961_1'-1,'5839_1'-1,'5203_1'-1,'4903_1'-1,'4348_1'-1,'4231_1'-1,'4028_1'-1,'659_1'-1,'3730_1'-1,'3600_1'-1,'974_1'-1,'3222_1'-1,'2250_1'-1,'2688_1'-1,'2462_1'-1,'2162_1'-1,'1382_1'-1,'1292_1'-1,'734_1'-1,'303_1'-1,'130_1'-1]
act_au14_34-16,['6197_1'-1,'5670_1'-1,'5188_1'-1,'4632_1'-1,'3770_1'-1,'2170_1'-1,'2024_1'-1,'81_1'-1,'230_1'-1]
act_au02_29-26,['6970_1'-1,'6454_1'-1,'4456_1'-1,'2886_1'-1,'1814_1'-1,'1446_1'-1,'1096_1'-1,'701_1'-1]
act_au07_41-38,['7254_1'-1,'6918_1'-1,'2752_1'-1,'6358_1'-1,'6152_1'-1,'5644_1'-1,'4999_1'-1,'4855_1'-1,'4766_1'-1,'4624_1'-1,'4228_1'-1,'2275_1'-1,'3105_1'-1,'2868_1'-1,'2574_1'-1,'2348_1'-1,'2127_1'-1,'2017_1'-1,'1795_1'-1,'1669_1'-1,'59_1'-1]
act_au09_32-7,['1156_1'-1,'6131_1'-1,'5960_1'-1,'1147_1'-1]
act_au12_39-9,['6182_1'-1,'204_1'-1]
act_au17_19-46,['4270_1'-1,'2740_1'-1,'2228_1'-1,'6649_1'-1,'6223_1'-1,'583_1'-1,'5461_1'-1,'5388_1'-1,'4454_1'-1,'1815_1'-1,'4368_1'-1,'4267_1'-1,'1832_1'-1,'3157_1'-1,'2907_1'-1,'2731_1'-1,'2644_1'-1,'2195_1'-1,'2088_1'-1,'1829_1'-1,'1717_1'-1,'1158_1'-1,'751_1'-1]
act_au24_25-44,['215_1'-1,'7385_1'-1,'26_1'-1,'6989_1'-1,'6826_1'-1,'2150_1'-1,'6458_1'-1,'276_1'-1,'6212_1'-1,'5253_1'-1,'555_1'-1,'4930_1'-1,'4465_1'-1,'3256_1'-1,'1720_1'-1,'3987_1'-1,'3505_1'-1,'3284_1'-1,'2951_1'-1,'2519_1'-1,'2186_1'-1,'1711_1'-1,'1563_1'-1,'755_1'-1,'229_1'-1]
act_au25_33-10,['215_1'-1,'5312_1'-1,'4520_1'-1,'1319_1'-1,'1028_1'-1,'367_1'-1]
act_au04_34-35,['6944_1'-1,'6629_1'-1,'6527_1'-1,'6125_1'-1,'5853_1'-1,'739_1'-1,'1784_1'-1,'4774_1'-1,'4412_1'-1,'4248_1'-1,'2177_1'-1,'3138_1'-1,'2858_1'-1,'2496_1'-1,'1769_1'-1,'1276_1'-1,'1107_1'-1,'848_1'-1]
act_au06_41-6,['1133_1'-1,'6344_1'-1,'153_1'-1]
act_au14_35-16,['6385_1'-1,'6196_1'-1,'5187_1'-1,'4630_1'-1,'4115_1'-1,'2144_1'-1,'1519_1'-1,'207_1'-1]
act_au02_30-26,['7242_1'-1,'7075_1'-1,'6452_1'-1,'5501_1'-1,'4974_1'-1,'4806_1'-1,'4636_1'-1,'3908_1'-1,'2734_1'-1,'2885_1'-1]
act_au07_42-38,['7253_1'-1,'6915_1'-1,'6356_1'-1,'6150_1'-1,'5829_1'-1,'3889_1'-1,'5451_1'-1,'2023_1'-1,'4762_1'-1,'4622_1'-1,'4226_1'-1,'3193_1'-1,'2122_1'-1,'2016_1'-1,'1669_1'-1,'836_1'-1,'54_1'-1]
act_au09_33-7,['7569_1'-1]
act_au11_31-13,['7569_1'-1,'6309_1'-1,'5919_1'-1,'5197_1'-1,'1509_1'-1,'1053_1'-1,'290_1'-1,'99_1'-1]
act_au12_40-9,['7569_1'-1,'1088_1'-1,'6180_1'-1,'5608_1'-1,'203_1'-1]
act_au17_20-46,['2740_1'-1,'2894_1'-1,'1636_1'-1,'6221_1'-1,'6035_1'-1,'5259_1'-1,'5080_1'-1,'1814_1'-1,'3296_1'-1,'2872_1'-1,'3287_1'-1,'3055_1'-1,'1708_1'-1,'2193_1'-1,'1716_1'-1,'1154_1'-1,'351_1'-1]
act_au24_26-43,['215_1'-1,'3620_1'-1,'7223_1'-1,'7048_1'-1,'6988_1'-1,'6822_1'-1,'6457_1'-1,'3761_1'-1,'6205_1'-1,'5652_1'-1,'5252_1'-1,'4670_1'-1,'4464_1'-1,'2410_1'-1,'3985_1'-1,'3853_1'-1,'3793_1'-1,'3503_1'-1,'3283_1'-1,'2641_1'-1,'2518_1'-1,'2185_1'-1,'1528_1'-1,'276_1'-1]
act_au25_34-10,['215_1'-1,'4517_1'-1,'3400_1'-1,'2337_1'-1,'1317_1'-1,'176_1'-1,'364_1'-1]
act_au04_35-34,['6525_1'-1,'5852_1'-1,'5453_1'-1,'5154_1'-1,'4772_1'-1,'2272_1'-1,'4233_1'-1,'3727_1'-1,'1129_1'-1,'2494_1'-1,'17_1'-1,'1491_1'-1,'1275_1'-1,'847_1'-1]
act_au06_42-6,['1133_1'-1,'1096_1'-1]
act_au02_31-25,['6361_1'-1,'4964_1'-1,'4641_1'-1,'3906_1'-1,'3715_1'-1,'3031_1'-1,'2884_1'-1,'1438_1'-1,'685_1'-1]
act_au07_43-37,['6148_1'-1,'5828_1'-1,'5638_1'-1,'4761_1'-1,'1010_1'-1,'592_1'-1,'4224_1'-1,'3614_1'-1,'3191_1'-1,'2498_1'-1,'2149_1'-1,'1793_1'-1,'1667_1'-1,'1428_1'-1,'803_1'-1]
act_au09_34-7,['7567_1'-1,'5951_1'-1,'1027_1'-1]
act_au12_41-9,['7567_1'-1,'6354_1'-1,'3470_1'-1,'1104_1'-1]
act_au17_21-46,['7567_1'-1,'6868_1'-1,'6773_1'-1,'2935_1'-1,'6219_1'-1,'6033_1'-1,'5692_1'-1,'5386_1'-1,'5258_1'-1,'3171_1'-1,'4470_1'-1,'3295_1'-1,'1764_1'-1,'3286_1'-1,'2590_1'-1,'1786_1'-1,'2370_1'-1,'2190_1'-1,'1152_1'-1,'651_1'-1,'240_1'-1]
act_au24_27-43,['7567_1'-1,'6986_1'-1,'276_1'-1,'3503_1'-1,'5855_1'-1,'1720_1'-1,'5251_1'-1,'4664_1'-1,'652_1'-1,'4150_1'-1,'3983_1'-1,'3862_1'-1,'3791_1'-1,'3281_1'-1,'2325_1'-1,'2184_1'-1,'1707_1'-1,'1527_1'-1,'752_1'-1,'226_1'-1]
act_au25_35-10,['7567_1'-1,'5702_1'-1,'2335_1'-1,'1316_1'-1,'176_1'-1]
act_au11_32-13,['6517_1'-1,'1212_1'-1,'6162_1'-1,'5914_1'-1,'2028_1'-1,'1508_1'-1,'1050_1'-1]
act_au14_36-16,['7031_1'-1,'5181_1'-1,'4630_1'-1,'3768_1'-1,'3625_1'-1,'230_1'-1]
act_au20_35-12,['5034_1'-1,'4112_1'-1,'3488_1'-1,'1976_1'-1,'1521_1'-1]
act_au02_32-25,['7239_1'-1,'7074_1'-1,'6965_1'-1,'6358_1'-1,'4962_1'-1,'3820_1'-1,'4453_1'-1,'3609_1'-1,'3030_1'-1,'1436_1'-1,'1092_1'-1]
act_au04_36-34,['4538_1'-1,'870_1'-1,'6941_1'-1,'3578_1'-1,'1769_1'-1,'5650_1'-1,'17_1'-1,'5147_1'-1,'4408_1'-1,'2490_1'-1,'3418_1'-1,'2437_1'-1,'2375_1'-1,'1870_1'-1,'1766_1'-1,'1487_1'-1,'1129_1'-1,'846_1'-1,'373_1'-1]
act_au12_42-9,['6353_1'-1,'199_1'-1]
act_au17_22-46,['7200_1'-1,'79_1'-1,'4443_1'-1,'6867_1'-1,'6217_1'-1,'583_1'-1,'5690_1'-1,'5458_1'-1,'4937_1'-1,'4826_1'-1,'4469_1'-1,'4366_1'-1,'3995_1'-1,'2903_1'-1,'2729_1'-1,'318_1'-1,'2531_1'-1,'2189_1'-1,'2052_1'-1,'1149_1'-1,'237_1'-1]
act_au24_28-43,['6985_1'-1,'6199_1'-1,'5853_1'-1,'5319_1'-1,'5250_1'-1,'5080_1'-1,'4927_1'-1,'4662_1'-1,'2872_1'-1,'3981_1'-1,'3858_1'-1,'3790_1'-1,'3501_1'-1,'1770_1'-1,'2717_1'-1,'2150_1'-1,'2324_1'-1,'2183_1'-1,'2052_1'-1,'555_1'-1,'1526_1'-1,'226_1'-1]
act_au06_43-6,['1133_1'-1,'6134_1'-1,'4637_1'-1,'1094_1'-1]
act_au11_33-13,['7565_1'-1,'391_1'-1,'6159_1'-1,'1035_1'-1,'5196_1'-1,'2026_1'-1,'1043_1'-1,'67_1'-1]
act_au14_37-16,['6192_1'-1,'5178_1'-1,'3767_1'-1,'2018_1'-1,'204_1'-1]
act_au25_36-10,['5688_1'-1,'4514_1'-1,'3391_1'-1,'1314_1'-1,'1018_1'-1,'342_1'-1]
act_au02_33-24,['7564_1'-1,'7238_1'-1,'7171_1'-1,'6356_1'-1,'1089_1'-1,'4803_1'-1,'4452_1'-1,'1796_1'-1,'3883_1'-1,'3029_1'-1,'2878_1'-1,'1582_1'-1]
act_au04_37-34,['7564_1'-1,'7113_1'-1,'6628_1'-1,'6007_1'-1,'5444_1'-1,'5346_1'-1,'1414_1'-1,'4770_1'-1,'4232_1'-1,'3413_1'-1,'3204_1'-1,'370_1'-1]
act_au07_44-37,['6625_1'-1,'6493_1'-1,'6146_1'-1,'5633_1'-1,'4993_1'-1,'4759_1'-1,'4626_1'-1,'1773_1'-1,'3100_1'-1,'2497_1'-1,'2119_1'-1,'1831_1'-1,'1264_1'-1,'801_1'-1,'624_1'-1]
act_au17_23-46,['7393_1'-1,'7256_1'-1,'2740_1'-1,'7085_1'-1,'6991_1'-1,'6866_1'-1,'6215_1'-1,'615_1'-1,'5876_1'-1,'5457_1'-1,'5383_1'-1,'5256_1'-1,'4936_1'-1,'4824_1'-1,'4468_1'-1,'4152_1'-1,'3993_1'-1,'3800_1'-1,'3285_1'-1,'2902_1'-1,'2529_1'-1,'2380_1'-1,'2188_1'-1,'2051_1'-1,'1712_1'-1,'1145_1'-1,'737_1'-1,'664_1'-1,'493_1'-1,'233_1'-1]
act_au24_29-42,['3670_1'-1,'555_1'-1,'7163_1'-1,'6984_1'-1,'6593_1'-1,'6450_1'-1,'6197_1'-1,'5310_1'-1,'404_1'-1,'652_1'-1,'4820_1'-1,'3781_1'-1,'3981_1'-1,'3864_1'-1,'1839_1'-1,'2891_1'-1,'2714_1'-1,'2437_1'-1,'2513_1'-1,'2182_1'-1,'2051_1'-1,'1704_1'-1,'1563_1'-1,'747_1'-1,'276_1'-1]
act_au06_44-6,['71_1'-1,'153_1'-1,'4635_1'-1,'1133_1'-1]
act_au14_38-16,['7029_1'-1,'1176_1'-1,'5670_1'-1,'5175_1'-1,'156_1'-1,'4109_1'-1,'3766_1'-1,'2168_1'-1,'2015_1'-1,'203_1'-1]
act_au25_37-10,['5687_1'-1,'4512_1'-1,'3389_1'-1,'1313_1'-1,'397_1'-1]
act_au02_34-23,['7338_1'-1,'7237_1'-1,'6961_1'-1,'5273_1'-1,'5239_1'-1,'4450_1'-1,'3878_1'-1,'3027_1'-1,'2876_1'-1,'1089_1'-1,'466_1'-1]
act_au07_45-35,['6624_1'-1,'6490_1'-1,'3213_1'-1,'5081_1'-1,'4990_1'-1,'4756_1'-1,'1010_1'-1,'4221_1'-1,'1669_1'-1,'2864_1'-1,'2010_1'-1,'1789_1'-1,'1407_1'-1,'1260_1'-1,'800_1'-1]
act_au10_35-38,['223_1'-1,'6491_1'-1,'5960_1'-1,'5682_1'-1,'4318_1'-1,'4999_1'-1,'4902_1'-1,'1112_1'-1,'4347_1'-1,'4027_1'-1,'3514_1'-1,'2586_1'-1,'2688_1'-1,'2322_1'-1,'2142_1'-1,'1651_1'-1,'1347_1'-1,'1123_1'-1,'301_1'-1,'125_1'-1]
act_au12_43-9,['223_1'-1,'4636_1'-1,'198_1'-1]
act_au17_24-46,['7392_1'-1,'6865_1'-1,'6771_1'-1,'6197_1'-1,'5687_1'-1,'5456_1'-1,'5255_1'-1,'5077_1'-1,'3242_1'-1,'3992_1'-1,'79_1'-1,'3296_1'-1,'2528_1'-1,'2187_1'-1,'81_1'-1,'1711_1'-1,'734_1'-1,'648_1'-1,'230_1'-1]
act_au24_30-42,['276_1'-1,'4137_1'-1,'6983_1'-1,'6447_1'-1,'6196_1'-1,'5306_1'-1,'5249_1'-1,'1614_1'-1,'4926_1'-1,'2402_1'-1,'2139_1'-1,'3978_1'-1,'1840_1'-1,'3493_1'-1,'3280_1'-1,'2890_1'-1,'2713_1'-1,'2511_1'-1,'2089_1'-1,'2180_1'-1,'1821_1'-1,'1702_1'-1,'1563_1'-1,'744_1'-1,'222_1'-1]
act_au06_45-6,['6131_1'-1,'4633_1'-1,'1107_1'-1]
act_au02_35-23,['5306_1'-1,'6960_1'-1,'6435_1'-1,'1101_1'-2,'5237_1'-1,'2559_1'-1,'3711_1'-1,'3590_1'-1,'3025_1'-1,'2874_1'-1,'1577_1'-1,'465_1'-1]
act_au04_38-33,['7563_1'-1,'7259_1'-1,'6939_1'-1,'6627_1'-1,'4207_1'-1,'6290_1'-1,'6107_1'-1,'6006_1'-1,'5647_1'-1,'5524_1'-1,'5344_1'-1,'4763_1'-1,'17_1'-2,'2759_1'-1,'3413_1'-1,'1414_1'-1,'3131_1'-1,'2490_1'-1,'2371_1'-1,'1861_1'-1,'1086_1'-1,'844_1'-1,'369_1'-1]
act_au07_46-35,['7249_1'-1,'617_1'-1,'1084_1'-1,'6142_1'-1,'3161_1'-1,'5631_1'-1,'5225_1'-1,'4755_1'-1,'4616_1'-1,'4220_1'-1,'3471_1'-1,'2114_1'-1,'1785_1'-1,'799_1'-1,'291_1'-1]
act_au14_39-16,['3631_1'-1,'6380_1'-1,'6189_1'-1,'5662_1'-1,'3764_1'-1,'3610_1'-1,'2012_1'-1,'1509_1'-1,'1097_1'-1,'200_1'-1]
